Pilot;Field Name;Field Description;Field Latitude;Field Longitude;Device ID;Device Description;Device Type;Device EUI;Property Key;Property Name;Property Description;Unit Of Measurement;Unit Of Measurement Symbol;Datastream Name;Datastream Description;Averages
Italy;Centro Aziendale;Field In Italy;3,994489;8,697250;I044;A sensor for tree's overall health monitoring that collects radial growth, sap flux density, tree stability, air temperature and humidity and NDVI;ST07;EUI_EQ_I044;Timestamp;Timestamp;UTC epoch time when the data were collected;Seconds;s;Centro Aziendale_I044_Timestamp;The datastream containing mesures of field Centro Aziendale by sensor I044 which measures Timestamp;None
Italy;Centro Aziendale;Field In Italy;3,994489;8,697250;I044;A sensor for tree's overall health monitoring that collects radial growth, sap flux density, tree stability, air temperature and humidity and NDVI;ST07;EUI_EQ_I044;NDVI;NDVI;Normalized Difference Vegetation Index;-;-;Centro Aziendale_I044_NDVI;The datastream containing mesures of field Centro Aziendale by sensor I044 which measures NDVI;None
Italy;Centro Aziendale;Field In Italy;3,994489;8,697250;I044;A sensor for tree's overall health monitoring that collects radial growth, sap flux density, tree stability, air temperature and humidity and NDVI;ST07;EUI_EQ_I044;RadialGrowth;Radial Growth;Differential measurement of trunk radial growth;Millimeters;mm;Centro Aziendale_I044_RadialGrowth;The datastream containing mesures of field Centro Aziendale by sensor I044 which measures radial growth;None
Italy;Centro Aziendale;Field In Italy;3,994489;8,697250;I044;A sensor for tree's overall health monitoring that collects radial growth, sap flux density, tree stability, air temperature and humidity and NDVI;ST07;EUI_EQ_I044;SapFlow;Sap Flow Velocity;Sap velocity;Centimeter per Second;cm/h;Centro Aziendale_I044_SapFlow;The datastream containing mesures of field Centro Aziendale by sensor I044 which measures sap flow velocity;None
Italy;Centro Aziendale;Field In Italy;3,994489;8,697250;I044;A sensor for tree's overall health monitoring that collects radial growth, sap flux density, tree stability, air temperature and humidity and NDVI;ST07;EUI_EQ_I044;Yaw;Yaw;Rotation over X axis;Degrees;°;Centro Aziendale_I044_Yaw;The datastream containing mesures of field Centro Aziendale by sensor I044 which measures yaw;None
Italy;Centro Aziendale;Field In Italy;3,994489;8,697250;I044;A sensor for tree's overall health monitoring that collects radial growth, sap flux density, tree stability, air temperature and humidity and NDVI;ST07;EUI_EQ_I044;Pitch;Pitch;Rotation over Y axis;Degrees;°;Centro Aziendale_I044_Pitch;The datastream containing mesures of field Centro Aziendale by sensor I044 which measures pitch;None
Italy;Centro Aziendale;Field In Italy;3,994489;8,697250;I044;A sensor for tree's overall health monitoring that collects radial growth, sap flux density, tree stability, air temperature and humidity and NDVI;ST07;EUI_EQ_I044;Roll;Roll;Rotation over Z axis;Degrees;°;Centro Aziendale_I044_Roll;The datastream containing mesures of field Centro Aziendale by sensor I044 which measures roll;None
Italy;Centro Aziendale;Field In Italy;3,994489;8,697250;I044;A sensor for tree's overall health monitoring that collects radial growth, sap flux density, tree stability, air temperature and humidity and NDVI;ST07;EUI_EQ_I044;ambient_temperature;Air Temperature;The measure of the hotness or coldness of the air.;Degrees Celsius;ºC;Centro Aziendale_I044_ambient_temperature;The datastream containing mesures of field Centro Aziendale by sensor I044 which measures air temperature;None
Italy;Centro Aziendale;Field In Italy;3,994489;8,697250;I044;A sensor for tree's overall health monitoring that collects radial growth, sap flux density, tree stability, air temperature and humidity and NDVI;ST07;EUI_EQ_I044;air_humidity;Air Humidity;The amount of moisture or water vapor present in the air, often expressed as a percentage of the maximum amount the air could hold at a given temperature.;Percentage;%;Centro Aziendale_I044_air_humidity;The datastream containing mesures of field Centro Aziendale by sensor I044 which measures humidity;None
Italy;Centro Aziendale;Field In Italy;3,994489;8,697250;I044;A sensor for tree's overall health monitoring that collects radial growth, sap flux density, tree stability, air temperature and humidity and NDVI;ST07;EUI_EQ_I044;BatteryVoltage;Battery Voltage;The electrical potential in a battery, indicating its charge level.;Millivolts;mV;Centro Aziendale_I044_BatteryVoltage;The datastream containing mesures of field Centro Aziendale by sensor I044 which measures Battery Voltage;None
Italy;Centro Aziendale;Field In Italy;3,994489;8,697250;I045;A sensor for tree's overall health monitoring that collects radial growth, sap flux density, tree stability, air temperature and humidity and NDVI;ST07;EUI_EQ_I045;Timestamp;Timestamp;UTC epoch time when the data were collected;Seconds;s;Centro Aziendale_I045_Timestamp;The datastream containing mesures of field Centro Aziendale by sensor I045 which measures Timestamp;None
Italy;Centro Aziendale;Field In Italy;3,994489;8,697250;I045;A sensor for tree's overall health monitoring that collects radial growth, sap flux density, tree stability, air temperature and humidity and NDVI;ST07;EUI_EQ_I045;NDVI;NDVI;Normalized Difference Vegetation Index;-;-;Centro Aziendale_I045_NDVI;The datastream containing mesures of field Centro Aziendale by sensor I045 which measures NDVI;None
Italy;Centro Aziendale;Field In Italy;3,994489;8,697250;I045;A sensor for tree's overall health monitoring that collects radial growth, sap flux density, tree stability, air temperature and humidity and NDVI;ST07;EUI_EQ_I045;RadialGrowth;Radial Growth;Differential measurement of trunk radial growth;Millimeters;mm;Centro Aziendale_I045_RadialGrowth;The datastream containing mesures of field Centro Aziendale by sensor I045 which measures radial growth;None
Italy;Centro Aziendale;Field In Italy;3,994489;8,697250;I045;A sensor for tree's overall health monitoring that collects radial growth, sap flux density, tree stability, air temperature and humidity and NDVI;ST07;EUI_EQ_I045;SapFlow;Sap Flow Velocity;Sap velocity;Centimeter per Second;cm/h;Centro Aziendale_I045_SapFlow;The datastream containing mesures of field Centro Aziendale by sensor I045 which measures sap flow velocity;None
Italy;Centro Aziendale;Field In Italy;3,994489;8,697250;I045;A sensor for tree's overall health monitoring that collects radial growth, sap flux density, tree stability, air temperature and humidity and NDVI;ST07;EUI_EQ_I045;Yaw;Yaw;Rotation over X axis;Degrees;°;Centro Aziendale_I045_Yaw;The datastream containing mesures of field Centro Aziendale by sensor I045 which measures yaw;None
Italy;Centro Aziendale;Field In Italy;3,994489;8,697250;I045;A sensor for tree's overall health monitoring that collects radial growth, sap flux density, tree stability, air temperature and humidity and NDVI;ST07;EUI_EQ_I045;Pitch;Pitch;Rotation over Y axis;Degrees;°;Centro Aziendale_I045_Pitch;The datastream containing mesures of field Centro Aziendale by sensor I045 which measures pitch;None
Italy;Centro Aziendale;Field In Italy;3,994489;8,697250;I045;A sensor for tree's overall health monitoring that collects radial growth, sap flux density, tree stability, air temperature and humidity and NDVI;ST07;EUI_EQ_I045;Roll;Roll;Rotation over Z axis;Degrees;°;Centro Aziendale_I045_Roll;The datastream containing mesures of field Centro Aziendale by sensor I045 which measures roll;None
Italy;Centro Aziendale;Field In Italy;3,994489;8,697250;I045;A sensor for tree's overall health monitoring that collects radial growth, sap flux density, tree stability, air temperature and humidity and NDVI;ST07;EUI_EQ_I045;ambient_temperature;Air Temperature;The measure of the hotness or coldness of the air.;Degrees Celsius;ºC;Centro Aziendale_I045_ambient_temperature;The datastream containing mesures of field Centro Aziendale by sensor I045 which measures air temperature;None
Italy;Centro Aziendale;Field In Italy;3,994489;8,697250;I045;A sensor for tree's overall health monitoring that collects radial growth, sap flux density, tree stability, air temperature and humidity and NDVI;ST07;EUI_EQ_I045;air_humidity;Air Humidity;The amount of moisture or water vapor present in the air, often expressed as a percentage of the maximum amount the air could hold at a given temperature.;Percentage;%;Centro Aziendale_I045_air_humidity;The datastream containing mesures of field Centro Aziendale by sensor I045 which measures humidity;None
Italy;Centro Aziendale;Field In Italy;3,994489;8,697250;I045;A sensor for tree's overall health monitoring that collects radial growth, sap flux density, tree stability, air temperature and humidity and NDVI;ST07;EUI_EQ_I045;BatteryVoltage;Battery Voltage;The electrical potential in a battery, indicating its charge level.;Millivolts;mV;Centro Aziendale_I045_BatteryVoltage;The datastream containing mesures of field Centro Aziendale by sensor I045 which measures Battery Voltage;None
Italy;Centro Aziendale;Field In Italy;3,994489;8,697250;I046;A sensor for tree's overall health monitoring that collects radial growth, sap flux density, tree stability, air temperature and humidity and NDVI;ST07;EUI_EQ_I046;Timestamp;Timestamp;UTC epoch time when the data were collected;Seconds;s;Centro Aziendale_I046_Timestamp;The datastream containing mesures of field Centro Aziendale by sensor I046 which measures Timestamp;None
Italy;Centro Aziendale;Field In Italy;3,994489;8,697250;I046;A sensor for tree's overall health monitoring that collects radial growth, sap flux density, tree stability, air temperature and humidity and NDVI;ST07;EUI_EQ_I046;NDVI;NDVI;Normalized Difference Vegetation Index;-;-;Centro Aziendale_I046_NDVI;The datastream containing mesures of field Centro Aziendale by sensor I046 which measures NDVI;None
Italy;Centro Aziendale;Field In Italy;3,994489;8,697250;I046;A sensor for tree's overall health monitoring that collects radial growth, sap flux density, tree stability, air temperature and humidity and NDVI;ST07;EUI_EQ_I046;RadialGrowth;Radial Growth;Differential measurement of trunk radial growth;Millimeters;mm;Centro Aziendale_I046_RadialGrowth;The datastream containing mesures of field Centro Aziendale by sensor I046 which measures radial growth;None
Italy;Centro Aziendale;Field In Italy;3,994489;8,697250;I046;A sensor for tree's overall health monitoring that collects radial growth, sap flux density, tree stability, air temperature and humidity and NDVI;ST07;EUI_EQ_I046;SapFlow;Sap Flow Velocity;Sap velocity;Centimeter per Second;cm/h;Centro Aziendale_I046_SapFlow;The datastream containing mesures of field Centro Aziendale by sensor I046 which measures sap flow velocity;None
Italy;Centro Aziendale;Field In Italy;3,994489;8,697250;I046;A sensor for tree's overall health monitoring that collects radial growth, sap flux density, tree stability, air temperature and humidity and NDVI;ST07;EUI_EQ_I046;Yaw;Yaw;Rotation over X axis;Degrees;°;Centro Aziendale_I046_Yaw;The datastream containing mesures of field Centro Aziendale by sensor I046 which measures yaw;None
Italy;Centro Aziendale;Field In Italy;3,994489;8,697250;I046;A sensor for tree's overall health monitoring that collects radial growth, sap flux density, tree stability, air temperature and humidity and NDVI;ST07;EUI_EQ_I046;Pitch;Pitch;Rotation over Y axis;Degrees;°;Centro Aziendale_I046_Pitch;The datastream containing mesures of field Centro Aziendale by sensor I046 which measures pitch;None
Italy;Centro Aziendale;Field In Italy;3,994489;8,697250;I046;A sensor for tree's overall health monitoring that collects radial growth, sap flux density, tree stability, air temperature and humidity and NDVI;ST07;EUI_EQ_I046;Roll;Roll;Rotation over Z axis;Degrees;°;Centro Aziendale_I046_Roll;The datastream containing mesures of field Centro Aziendale by sensor I046 which measures roll;None
Italy;Centro Aziendale;Field In Italy;3,994489;8,697250;I046;A sensor for tree's overall health monitoring that collects radial growth, sap flux density, tree stability, air temperature and humidity and NDVI;ST07;EUI_EQ_I046;ambient_temperature;Air Temperature;The measure of the hotness or coldness of the air.;Degrees Celsius;ºC;Centro Aziendale_I046_ambient_temperature;The datastream containing mesures of field Centro Aziendale by sensor I046 which measures air temperature;None
Italy;Centro Aziendale;Field In Italy;3,994489;8,697250;I046;A sensor for tree's overall health monitoring that collects radial growth, sap flux density, tree stability, air temperature and humidity and NDVI;ST07;EUI_EQ_I046;air_humidity;Air Humidity;The amount of moisture or water vapor present in the air, often expressed as a percentage of the maximum amount the air could hold at a given temperature.;Percentage;%;Centro Aziendale_I046_air_humidity;The datastream containing mesures of field Centro Aziendale by sensor I046 which measures humidity;None
Italy;Centro Aziendale;Field In Italy;3,994489;8,697250;I046;A sensor for tree's overall health monitoring that collects radial growth, sap flux density, tree stability, air temperature and humidity and NDVI;ST07;EUI_EQ_I046;BatteryVoltage;Battery Voltage;The electrical potential in a battery, indicating its charge level.;Millivolts;mV;Centro Aziendale_I046_BatteryVoltage;The datastream containing mesures of field Centro Aziendale by sensor I046 which measures Battery Voltage;None
Lebanon;00204EB1;Weather station in Lebanon managed with FieldClimate;34,061762;36,145623;00204EB1;A weather station in Lebanon obtaining data from multiple sources;STATION;-;VPD min;VPD;The difference between the amount of moisture in the air and the maximum amount of moisture the air can hold at a given temperature.;Kilopascal;kPa;00204EB1_00204EB1_VPD_min;The datastream containing mesures of field 00204EB1 by sensor 00204EB1 which measures VPD.;None
Lebanon;00204EB1;Weather station in Lebanon managed with FieldClimate;34,061762;36,145623;00204EB1;A weather station in Lebanon obtaining data from multiple sources;STATION;-;Air pressure avg;Atmospheric Pressure;The force exerted by the weight of the air above a given point on Earth's surface, which can vary with changes in weather and altitude.;Kilopascal;kPa;00204EB1_00204EB1_Air_pressure_avg;The datastream containing mesures of field 00204EB1 by sensor 00204EB1 which measures Atmospheric Pressure.;None
Lebanon;00204EB1;Weather station in Lebanon managed with FieldClimate;34,061762;36,145623;00204EB1;A weather station in Lebanon obtaining data from multiple sources;STATION;-;Air pressure max;Atmospheric Pressure;The force exerted by the weight of the air above a given point on Earth's surface, which can vary with changes in weather and altitude.;Kilopascal;kPa;00204EB1_00204EB1_Air_pressure_max;The datastream containing mesures of field 00204EB1 by sensor 00204EB1 which measures Atmospheric Pressure.;None
Lebanon;00204EB1;Weather station in Lebanon managed with FieldClimate;34,061762;36,145623;00204EB1;A weather station in Lebanon obtaining data from multiple sources;STATION;-;Air pressure min;Atmospheric Pressure;The force exerted by the weight of the air above a given point on Earth's surface, which can vary with changes in weather and altitude.;Kilopascal;kPa;00204EB1_00204EB1_Air_pressure_min;The datastream containing mesures of field 00204EB1 by sensor 00204EB1 which measures Atmospheric Pressure.;None
Lebanon;00204EB1;Weather station in Lebanon managed with FieldClimate;34,061762;36,145623;00204EB1;A weather station in Lebanon obtaining data from multiple sources;STATION;-;5TE Battery voltage last;Battery Voltage;The electrical potential in a battery, indicating its charge level.;Millivolts;mV;00204EB1_00204EB1_5TE_Battery_voltage_last;The datastream containing mesures of field 00204EB1 by sensor 00204EB1 which measures Battery Voltage.;None
Lebanon;00204EB1;Weather station in Lebanon managed with FieldClimate;34,061762;36,145623;00204EB1;A weather station in Lebanon obtaining data from multiple sources;STATION;-;PI54a (VWC) avg;Battery Voltage;The electrical potential in a battery, indicating its charge level.;Millivolts;mV;00204EB1_00204EB1_PI54a_(VWC)_avg;The datastream containing mesures of field 00204EB1 by sensor 00204EB1 which measures Battery Voltage.;None
Lebanon;00204EB1;Weather station in Lebanon managed with FieldClimate;34,061762;36,145623;00204EB1;A weather station in Lebanon obtaining data from multiple sources;STATION;-;Watermark 1 avg;Leak warning;A warning in case of water leak detected;True / False;N/A;00204EB1_00204EB1_Watermark_1_avg;The datastream containing mesures of field 00204EB1 by sensor 00204EB1 which measures Leak warning.;None
Lebanon;00204EB1;Weather station in Lebanon managed with FieldClimate;34,061762;36,145623;00204EB1;A weather station in Lebanon obtaining data from multiple sources;STATION;-;Watermark 2 avg;Leak warning;A warning in case of water leak detected;True / False;N/A;00204EB1_00204EB1_Watermark_2_avg;The datastream containing mesures of field 00204EB1 by sensor 00204EB1 which measures Leak warning.;None
Lebanon;00204EB1;Weather station in Lebanon managed with FieldClimate;34,061762;36,145623;00204EB1;A weather station in Lebanon obtaining data from multiple sources;STATION;-;Wetbulb temperature avg;Air Temperature;The measure of the hotness or coldness of the air.;Degrees Celsius;ºC;00204EB1_00204EB1_Wetbulb_temperature_avg;The datastream containing mesures of field 00204EB1 by sensor 00204EB1 which measures Air Temperature.;None
Lebanon;00204EB1;Weather station in Lebanon managed with FieldClimate;34,061762;36,145623;00204EB1;A weather station in Lebanon obtaining data from multiple sources;STATION;-;Wetbulb temperature max;Air Temperature;The measure of the hotness or coldness of the air.;Degrees Celsius;ºC;00204EB1_00204EB1_Wetbulb_temperature_max;The datastream containing mesures of field 00204EB1 by sensor 00204EB1 which measures Air Temperature.;None
Lebanon;00204EB1;Weather station in Lebanon managed with FieldClimate;34,061762;36,145623;00204EB1;A weather station in Lebanon obtaining data from multiple sources;STATION;-;Wetbulb temperature min;Air Temperature;The measure of the hotness or coldness of the air.;Degrees Celsius;ºC;00204EB1_00204EB1_Wetbulb_temperature_min;The datastream containing mesures of field 00204EB1 by sensor 00204EB1 which measures Air Temperature.;None
Lebanon;00204EB1;Weather station in Lebanon managed with FieldClimate;34,061762;36,145623;00204EB1;A weather station in Lebanon obtaining data from multiple sources;STATION;-;Drybulb temperature avg;Air Temperature;The measure of the hotness or coldness of the air.;Degrees Celsius;ºC;00204EB1_00204EB1_Drybulb_temperature_avg;The datastream containing mesures of field 00204EB1 by sensor 00204EB1 which measures Air Temperature.;None
Lebanon;00204EB1;Weather station in Lebanon managed with FieldClimate;34,061762;36,145623;00204EB1;A weather station in Lebanon obtaining data from multiple sources;STATION;-;Drybulb temperature max;Air Temperature;The measure of the hotness or coldness of the air.;Degrees Celsius;ºC;00204EB1_00204EB1_Drybulb_temperature_max;The datastream containing mesures of field 00204EB1 by sensor 00204EB1 which measures Air Temperature.;None
Lebanon;00204EB1;Weather station in Lebanon managed with FieldClimate;34,061762;36,145623;00204EB1;A weather station in Lebanon obtaining data from multiple sources;STATION;-;Drybulb temperature min;Air Temperature;The measure of the hotness or coldness of the air.;Degrees Celsius;ºC;00204EB1_00204EB1_Drybulb_temperature_min;The datastream containing mesures of field 00204EB1 by sensor 00204EB1 which measures Air Temperature.;None
Lebanon;00204EB1;Weather station in Lebanon managed with FieldClimate;34,061762;36,145623;00204EB1;A weather station in Lebanon obtaining data from multiple sources;STATION;-;ET0;Reference evapotranspiration;The measure of the amount of water evaporated from a standardized reference surface, often used in agriculture for irrigation management.;Millimeters per day;mm/day;00204EB1_00204EB1_ET0;The datastream containing mesures of field 00204EB1 by sensor 00204EB1 which measures Reference evapotranspiration.;None
Lebanon;00204EB1;Weather station in Lebanon managed with FieldClimate;34,061762;36,145623;00204EB1;A weather station in Lebanon obtaining data from multiple sources;STATION;-;Wind orientation;Wind Direction;The compass direction from which the wind is blowing.;Degrees;º;00204EB1_00204EB1_Wind_orientation;The datastream containing mesures of field 00204EB1 by sensor 00204EB1 which measures Wind Direction.;None
Lebanon;00204EB1;Weather station in Lebanon managed with FieldClimate;34,061762;36,145623;00204EB1;A weather station in Lebanon obtaining data from multiple sources;STATION;-;Midnight;Midnight;The point in time at the middle of the night, commonly defined as 12:00 AM.;-;-;00204EB1_00204EB1_Midnight;The datastream containing mesures of field 00204EB1 by sensor 00204EB1 which measures Midnight.;None
Lebanon;000008D6;Weather station in Lebanon managed with FieldClimate;33,815888;35,91063;000008D6;A weather station in Lebanon obtaining data from multiple sources;STATION;-;Precipitation sum;Precipitation;Any form of water, liquid or solid, falling from the sky, such as rain, snow, or sleet.;Millimeters;mm;000008D6_000008D6_Precipitation_sum;The datastream containing mesures of field 000008D6 by sensor 000008D6 which measures Precipitation.;None
Lebanon;000008D6;Weather station in Lebanon managed with FieldClimate;33,815888;35,91063;000008D6;A weather station in Lebanon obtaining data from multiple sources;STATION;-;Battery last;Battery Level;The percentage of battery level associated to the specific sensor.;Percentage;%;000008D6_000008D6_Battery_last;The datastream containing mesures of field 000008D6 by sensor 000008D6 which measures Battery Level.;None
Lebanon;000008D6;Weather station in Lebanon managed with FieldClimate;33,815888;35,91063;000008D6;A weather station in Lebanon obtaining data from multiple sources;STATION;-;Leaf Wetness time;Leaf Wetness;The presence of moisture on the surface of plant leaves, often indicating favorable conditions for disease development.;-;-;000008D6_000008D6_Leaf_Wetness_time;The datastream containing mesures of field 000008D6 by sensor 000008D6 which measures Leaf Wetness.;None
Lebanon;000008D6;Weather station in Lebanon managed with FieldClimate;33,815888;35,91063;000008D6;A weather station in Lebanon obtaining data from multiple sources;STATION;-;HC Air temperature avg;Air Temperature;The measure of the hotness or coldness of the air.;Degrees Celsius;ºC;000008D6_000008D6_HC_Air_temperature_avg;The datastream containing mesures of field 000008D6 by sensor 000008D6 which measures Air Temperature.;None
Lebanon;000008D6;Weather station in Lebanon managed with FieldClimate;33,815888;35,91063;000008D6;A weather station in Lebanon obtaining data from multiple sources;STATION;-;HC Air temperature max;Air Temperature;The measure of the hotness or coldness of the air.;Degrees Celsius;ºC;000008D6_000008D6_HC_Air_temperature_max;The datastream containing mesures of field 000008D6 by sensor 000008D6 which measures Air Temperature.;None
Lebanon;000008D6;Weather station in Lebanon managed with FieldClimate;33,815888;35,91063;000008D6;A weather station in Lebanon obtaining data from multiple sources;STATION;-;HC Air temperature min;Air Temperature;The measure of the hotness or coldness of the air.;Degrees Celsius;ºC;000008D6_000008D6_HC_Air_temperature_min;The datastream containing mesures of field 000008D6 by sensor 000008D6 which measures Air Temperature.;None
Lebanon;000008D6;Weather station in Lebanon managed with FieldClimate;33,815888;35,91063;000008D6;A weather station in Lebanon obtaining data from multiple sources;STATION;-;HC Relative humidity avg;Air Humidity;The amount of moisture or water vapor present in the air, often expressed as a percentage of the maximum amount the air could hold at a given temperature.;Percentage;%;000008D6_000008D6_HC_Relative_humidity_avg;The datastream containing mesures of field 000008D6 by sensor 000008D6 which measures Air Humidity.;None
Lebanon;000008D6;Weather station in Lebanon managed with FieldClimate;33,815888;35,91063;000008D6;A weather station in Lebanon obtaining data from multiple sources;STATION;-;HC Relative humidity max;Air Humidity;The amount of moisture or water vapor present in the air, often expressed as a percentage of the maximum amount the air could hold at a given temperature.;Percentage;%;000008D6_000008D6_HC_Relative_humidity_max;The datastream containing mesures of field 000008D6 by sensor 000008D6 which measures Air Humidity.;None
Lebanon;000008D6;Weather station in Lebanon managed with FieldClimate;33,815888;35,91063;000008D6;A weather station in Lebanon obtaining data from multiple sources;STATION;-;HC Relative humidity min;Air Humidity;The amount of moisture or water vapor present in the air, often expressed as a percentage of the maximum amount the air could hold at a given temperature.;Percentage;%;000008D6_000008D6_HC_Relative_humidity_min;The datastream containing mesures of field 000008D6 by sensor 000008D6 which measures Air Humidity.;None
Lebanon;000008D6;Weather station in Lebanon managed with FieldClimate;33,815888;35,91063;000008D6;A weather station in Lebanon obtaining data from multiple sources;STATION;-;Dew Point avg;Dew Point;The temperature at which air becomes saturated with moisture, leading to the formation of dew or condensation.;Degrees Celsius;ºC;000008D6_000008D6_Dew_Point_avg;The datastream containing mesures of field 000008D6 by sensor 000008D6 which measures Dew Point.;None
Lebanon;000008D6;Weather station in Lebanon managed with FieldClimate;33,815888;35,91063;000008D6;A weather station in Lebanon obtaining data from multiple sources;STATION;-;Dew Point min;Dew Point;The temperature at which air becomes saturated with moisture, leading to the formation of dew or condensation.;Degrees Celsius;ºC;000008D6_000008D6_Dew_Point_min;The datastream containing mesures of field 000008D6 by sensor 000008D6 which measures Dew Point.;None
Lebanon;000008D6;Weather station in Lebanon managed with FieldClimate;33,815888;35,91063;000008D6;A weather station in Lebanon obtaining data from multiple sources;STATION;-;Tensiometer avg;Tensiometer;Device used to measure the surface tension of a liquid, typically by observing the height to which the liquid rises in a fine tube against the force of gravity.;Newtons per meter;N/m;000008D6_000008D6_Tensiometer_avg;The datastream containing mesures of field 000008D6 by sensor 000008D6 which measures Tensiometer.;None
Lebanon;000008D6;Weather station in Lebanon managed with FieldClimate;33,815888;35,91063;000008D6;A weather station in Lebanon obtaining data from multiple sources;STATION;-;Tensiometer max;Tensiometer;Device used to measure the surface tension of a liquid, typically by observing the height to which the liquid rises in a fine tube against the force of gravity.;Newtons per meter;N/m;000008D6_000008D6_Tensiometer_max;The datastream containing mesures of field 000008D6 by sensor 000008D6 which measures Tensiometer.;None
Lebanon;000008D6;Weather station in Lebanon managed with FieldClimate;33,815888;35,91063;000008D6;A weather station in Lebanon obtaining data from multiple sources;STATION;-;Tensiometer min;Tensiometer;Device used to measure the surface tension of a liquid, typically by observing the height to which the liquid rises in a fine tube against the force of gravity.;Newtons per meter;N/m;000008D6_000008D6_Tensiometer_min;The datastream containing mesures of field 000008D6 by sensor 000008D6 which measures Tensiometer.;None
Lebanon;000008D6;Weather station in Lebanon managed with FieldClimate;33,815888;35,91063;000008D6;A weather station in Lebanon obtaining data from multiple sources;STATION;-;Watermark avg;Leak warning;A warning in case of water leak detected;True / False;N/A;000008D6_000008D6_Watermark_avg;The datastream containing mesures of field 000008D6 by sensor 000008D6 which measures Leak warning.;None
Lebanon;000008D6;Weather station in Lebanon managed with FieldClimate;33,815888;35,91063;000008D6;A weather station in Lebanon obtaining data from multiple sources;STATION;-;Midnight;Midnight;The point in time at the middle of the night, commonly defined as 12:00 AM.;-;-;000008D6_000008D6_Midnight;The datastream containing mesures of field 000008D6 by sensor 000008D6 which measures Midnight.;None
Lebanon;000008E5;Weather station in Lebanon managed with FieldClimate;34,15498;36,085245;000008E5;A weather station in Lebanon obtaining data from multiple sources;STATION;-;Precipitation sum;Precipitation;Any form of water, liquid or solid, falling from the sky, such as rain, snow, or sleet.;Millimeters;mm;000008E5_000008E5_Precipitation_sum;The datastream containing mesures of field 000008E5 by sensor 000008E5 which measures Precipitation.;None
Lebanon;000008E5;Weather station in Lebanon managed with FieldClimate;34,15498;36,085245;000008E5;A weather station in Lebanon obtaining data from multiple sources;STATION;-;Battery last;Battery Level;The percentage of battery level associated to the specific sensor.;Percentage;%;000008E5_000008E5_Battery_last;The datastream containing mesures of field 000008E5 by sensor 000008E5 which measures Battery Level.;None
Lebanon;000008E5;Weather station in Lebanon managed with FieldClimate;34,15498;36,085245;000008E5;A weather station in Lebanon obtaining data from multiple sources;STATION;-;Leaf Wetness time;Leaf Wetness;The presence of moisture on the surface of plant leaves, often indicating favorable conditions for disease development.;-;-;000008E5_000008E5_Leaf_Wetness_time;The datastream containing mesures of field 000008E5 by sensor 000008E5 which measures Leaf Wetness.;None
Lebanon;000008E5;Weather station in Lebanon managed with FieldClimate;34,15498;36,085245;000008E5;A weather station in Lebanon obtaining data from multiple sources;STATION;-;HC Air temperature avg;Air Temperature;The measure of the hotness or coldness of the air.;Degrees Celsius;ºC;000008E5_000008E5_HC_Air_temperature_avg;The datastream containing mesures of field 000008E5 by sensor 000008E5 which measures Air Temperature.;None
Lebanon;000008E5;Weather station in Lebanon managed with FieldClimate;34,15498;36,085245;000008E5;A weather station in Lebanon obtaining data from multiple sources;STATION;-;HC Air temperature max;Air Temperature;The measure of the hotness or coldness of the air.;Degrees Celsius;ºC;000008E5_000008E5_HC_Air_temperature_max;The datastream containing mesures of field 000008E5 by sensor 000008E5 which measures Air Temperature.;None
Lebanon;000008E5;Weather station in Lebanon managed with FieldClimate;34,15498;36,085245;000008E5;A weather station in Lebanon obtaining data from multiple sources;STATION;-;HC Air temperature min;Air Temperature;The measure of the hotness or coldness of the air.;Degrees Celsius;ºC;000008E5_000008E5_HC_Air_temperature_min;The datastream containing mesures of field 000008E5 by sensor 000008E5 which measures Air Temperature.;None
Lebanon;000008E5;Weather station in Lebanon managed with FieldClimate;34,15498;36,085245;000008E5;A weather station in Lebanon obtaining data from multiple sources;STATION;-;HC Relative humidity avg;Air Humidity;The amount of moisture or water vapor present in the air, often expressed as a percentage of the maximum amount the air could hold at a given temperature.;Percentage;%;000008E5_000008E5_HC_Relative_humidity_avg;The datastream containing mesures of field 000008E5 by sensor 000008E5 which measures Air Humidity.;None
Lebanon;000008E5;Weather station in Lebanon managed with FieldClimate;34,15498;36,085245;000008E5;A weather station in Lebanon obtaining data from multiple sources;STATION;-;HC Relative humidity max;Air Humidity;The amount of moisture or water vapor present in the air, often expressed as a percentage of the maximum amount the air could hold at a given temperature.;Percentage;%;000008E5_000008E5_HC_Relative_humidity_max;The datastream containing mesures of field 000008E5 by sensor 000008E5 which measures Air Humidity.;None
Lebanon;000008E5;Weather station in Lebanon managed with FieldClimate;34,15498;36,085245;000008E5;A weather station in Lebanon obtaining data from multiple sources;STATION;-;HC Relative humidity min;Air Humidity;The amount of moisture or water vapor present in the air, often expressed as a percentage of the maximum amount the air could hold at a given temperature.;Percentage;%;000008E5_000008E5_HC_Relative_humidity_min;The datastream containing mesures of field 000008E5 by sensor 000008E5 which measures Air Humidity.;None
Lebanon;000008E5;Weather station in Lebanon managed with FieldClimate;34,15498;36,085245;000008E5;A weather station in Lebanon obtaining data from multiple sources;STATION;-;Dew Point avg;Dew Point;The temperature at which air becomes saturated with moisture, leading to the formation of dew or condensation.;Degrees Celsius;ºC;000008E5_000008E5_Dew_Point_avg;The datastream containing mesures of field 000008E5 by sensor 000008E5 which measures Dew Point.;None
